SUBJECT_ID,SUBJECT,OBJECT_ID,OBJECT,SUGGESTION,DECISION
196338027,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Commissioning,196338442,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Transferring,remove,a
196338017,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Code-lists,196338029,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Common,remove,a
1146490418,http://swpatho.ag-nbi.de/owldata/swpatho1/swpatho1.owl#Malignant_neoplasm_of_lung_C0242379,1146490417,http://swpatho.ag-nbi.de/owldata/swpatho1/swpatho1.owl#Malignant_neoplasm_of_bronchus_or_lung_unspecified_C0348343,remove,a
196337954,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Action%20research%20projects,196338263,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Networks,remove,a
196338406,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#South%20africa,196338232,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Malawi,remove,a
196338009,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Clinical%20codes,196338248,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Modernisation%20agency,remove,a
196338322,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Programme,196338049,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Consultant,remove,a
72222540,http://creationwiki.org/Special:URIResolver/Category-3ABible_study,72222631,http://creationwiki.org/Special:URIResolver/Category-3AHistory,remove,a
126034687,http://dbpedia.org/resource/Organizations_related_to_Mormonism,123392858,http://dbpedia.org/resource/Latter_Day_Saint_denominations,remove,a
196338145,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Format,196338152,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#General%20practitioners,remove,a
196338275,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Organizational%20implementation,196338057,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Country,remove,a
196338435,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Technology,196338192,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Importance,remove,a
196338442,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Transferring,196337955,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Adherence,remove,a
196338050,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Context,196338054,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Core,remove,a
1171019944,http://umbel.org/umbel/rc/Ascomycota_Division,1171041688,http://umbel.org/umbel/rc/Yeast,remove,a
196337995,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Capture,196338014,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Clinician,remove,a
196338412,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Standard,196338176,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Health%20sector,remove,a
196338014,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Clinician,196338307,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Practices,remove,a
196337996,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Care,196338362,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Remote,remove,a
72222540,http://creationwiki.org/Special:URIResolver/Category-3ABible_study,72222535,http://creationwiki.org/Special:URIResolver/Category-3ABible,remove,a
196338164,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Guidelines,196338282,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Paperless,remove,a
120293734,http://dbpedia.org/resource/Forced_disappearance,118840802,http://dbpedia.org/resource/Dirty_wars,remove,a
1107416048,http://protege.stanford.edu/rdfPrecip_Maps,1107416181,http://protege.stanford.edu/rdf__:A60,remove,a
125118440,http://dbpedia.org/resource/Mizrahi_Jews_topics,122667026,http://dbpedia.org/resource/Judeo-Islamic_topics,remove,a
196338201,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Information%20governance,196338113,http://http-server.carleton.ca/~rgarigue/ontologies/www.kayvium.com/Regional_registry#Electronic%20data%20interchange,remove,a
